"synsetid","wordid","casedwordid","lemma","senseid","sensenum","lexid","tagcount","sensekey","cased","pos","lexdomainid","definition","sampleset"
107929540,14337,NULL,"bishop",19013,2,0,0,"bishop%1:13:00::",NULL,"n",13,"port wine mulled with oranges and cloves",NULL
107929633,15213,4175,"bloody mary",20314,2,0,0,"bloody_mary%1:13:00::","Bloody Mary","n",13,"a cocktail made with vodka and spicy tomato juice",NULL
107929777,15214,NULL,"bloody shame",20316,1,0,0,"bloody_shame%1:13:00::",NULL,"n",13,"a Bloody Mary made without alcohol",NULL
107929777,141939,33186,"virgin mary",199312,2,0,0,"virgin_mary%1:13:00::","Virgin Mary","n",13,"a Bloody Mary made without alcohol",NULL
107929884,18299,NULL,"bullshot",24905,1,0,0,"bullshot%1:13:00::",NULL,"n",13,"a cocktail made with vodka and beef bouillon or consomme",NULL
107930014,26636,NULL,"cobbler",36427,2,2,0,"cobbler%1:13:02::",NULL,"n",13,"tall sweetened iced drink of wine or liquor with fruit",NULL
107930122,27229,NULL,"collins",37248,2,0,0,"collins%1:13:00::",NULL,"n",13,"tall iced drink of liquor (usually gin) with fruit juice",NULL
107930122,133829,31730,"tom collins",187955,1,0,0,"tom_collins%1:13:00::","Tom Collins","n",13,"tall iced drink of liquor (usually gin) with fruit juice",NULL
107930246,29719,NULL,"cooler",41287,2,0,0,"cooler%1:13:00::",NULL,"n",13,"an iced drink especially white wine and fruit juice",NULL
107930368,109796,NULL,"refresher",151855,2,0,0,"refresher%1:13:00::",NULL,"n",13,"a drink that refreshes","he stopped at the bar for a quick refresher"
107930511,121761,NULL,"smoothie",170009,2,0,0,"smoothie%1:13:00::",NULL,"n",13,"a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk",NULL
107930653,33319,NULL,"daiquiri",46444,1,0,1,"daiquiri%1:13:00::",NULL,"n",13,"a cocktail made with rum and lime or lemon juice",NULL
107930653,113464,NULL,"rum cocktail",157710,1,0,0,"rum_cocktail%1:13:00::",NULL,"n",13,"a cocktail made with rum and lime or lemon juice",NULL
107930826,126646,NULL,"strawberry daiquiri",177552,1,0,0,"strawberry_daiquiri%1:13:00::",NULL,"n",13,"daiquiri with crushed strawberries",NULL
107930926,88449,21742,"nada daiquiri",121997,1,0,0,"nada_daiquiri%1:13:00::","NADA daiquiri","n",13,"a daiquiri made without alcohol",NULL
107931017,124590,NULL,"spritzer",174278,1,0,0,"spritzer%1:13:00::",NULL,"n",13,"a mixed drink made of wine mixed with a sparkling water",NULL
107931127,49508,NULL,"flip",69696,2,0,0,"flip%1:13:00::",NULL,"n",13,"hot or cold alcoholic mixed drink containing a beaten egg",NULL
107931235,57800,NULL,"gimlet",80047,1,0,0,"gimlet%1:13:00::",NULL,"n",13,"a cocktail made of gin or vodka and lime juice",NULL
107931334,57808,NULL,"gin and tonic",80063,1,0,0,"gin_and_tonic%1:13:00::",NULL,"n",13,"gin and quinine water",NULL
107931453,59533,NULL,"grasshopper",82540,2,0,0,"grasshopper%1:13:00::",NULL,"n",13,"a cocktail made of creme de menthe and cream (sometimes with creme de cacao)",NULL
107931606,62250,13944,"harvey wallbanger",86248,1,0,0,"harvey_wallbanger%1:13:00::","Harvey Wallbanger","n",13,"a cocktail made of vodka or gin and orange juice and Galliano",NULL
107931731,72856,NULL,"julep",100974,1,0,0,"julep%1:13:00::",NULL,"n",13,"bourbon and sugar and mint over crushed ice",NULL
107931731,85366,NULL,"mint julep",117817,1,0,0,"mint_julep%1:13:00::",NULL,"n",13,"bourbon and sugar and mint over crushed ice",NULL
107931858,81576,NULL,"manhattan",112792,2,0,0,"manhattan%1:13:00::",NULL,"n",13,"a cocktail made with whiskey and sweet vermouth with a dash of bitters",NULL
107932040,112246,27088,"rob roy",155941,2,0,0,"rob_roy%1:13:00::","Rob Roy","n",13,"a manhattan cocktail made with Scotch whiskey",NULL
107932158,81944,NULL,"margarita",113315,1,0,0,"margarita%1:13:00::",NULL,"n",13,"a cocktail made of tequila and triple sec with lime and lemon juice",NULL
107932281,82315,NULL,"martini",113812,1,0,2,"martini%1:13:00::",NULL,"n",13,"a cocktail made of gin (or vodka) with dry vermouth",NULL
107932423,57807,NULL,"gin and it",80062,1,0,0,"gin_and_it%1:13:00::",NULL,"n",13,"a cocktail made of gin and sweet vermouth",NULL
107932559,142314,NULL,"vodka martini",199815,1,0,0,"vodka_martini%1:13:00::",NULL,"n",13,"martini made with vodka rather than gin",NULL
107932677,92757,NULL,"old fashioned",127753,1,0,0,"old_fashioned%1:13:00::",NULL,"n",13,"a cocktail made of whiskey and bitters and sugar with fruit slices",NULL
107932822,100651,NULL,"pink lady",138259,1,0,0,"pink_lady%1:13:00::",NULL,"n",13,"a cocktail made of gin and brandy with lemon juice and grenadine shaken with an egg white and ice",NULL
107933013,103169,NULL,"posset",141862,1,0,0,"posset%1:13:00::",NULL,"n",13,"sweet spiced hot milk curdled with ale or beer",NULL
107933112,120018,NULL,"sillabub",167354,1,2,0,"sillabub%1:13:02::",NULL,"n",13,"spiced hot milk with rum or wine",NULL
107933112,129255,NULL,"syllabub",181547,1,2,0,"syllabub%1:13:02::",NULL,"n",13,"spiced hot milk with rum or wine",NULL
107933210,114814,NULL,"sangaree",159607,1,0,0,"sangaree%1:13:00::",NULL,"n",13,"sweetened red wine and orange or lemon juice with soda water",NULL
107933210,114820,NULL,"sangria",159614,1,0,0,"sangria%1:13:00::",NULL,"n",13,"sweetened red wine and orange or lemon juice with soda water",NULL
107933373,115439,28356,"sazerac",160417,1,0,0,"sazerac%1:13:00::","Sazerac","n",13,"a cocktail made with bourbon with bitters and Pernod and sugar served with lemon peel",NULL
107933512,116339,NULL,"screwdriver",161760,2,0,0,"screwdriver%1:13:00::",NULL,"n",13,"a cocktail made with vodka and orange juice",NULL
107933632,119730,NULL,"sidecar",166935,1,0,0,"sidecar%1:13:00::",NULL,"n",13,"a cocktail made of orange liqueur with lemon juice and brandy",NULL
107933747,116159,28562,"scotch and soda",161443,1,0,1,"scotch_and_soda%1:13:00::","Scotch and soda","n",13,"a highball with Scotch malt whiskey and club soda",NULL
107933858,121331,NULL,"sling",169276,1,0,0,"sling%1:13:00::",NULL,"n",13,"a highball with liquor and water with sugar and lemon or lime juice",NULL
107934031,16929,NULL,"brandy sling",22794,1,0,0,"brandy_sling%1:13:00::",NULL,"n",13,"a sling made with brandy",NULL
107934114,57812,NULL,"gin sling",80067,1,0,0,"gin_sling%1:13:00::",NULL,"n",13,"a sling made with gin",NULL
107934191,113466,NULL,"rum sling",157712,1,0,0,"rum_sling%1:13:00::",NULL,"n",13,"a sling made with rum",NULL
107934268,123058,NULL,"sour",171949,1,0,0,"sour%1:13:00::",NULL,"n",13,"a cocktail made of a liquor (especially whiskey or gin) mixed with lemon or lime juice and sugar",NULL
107934433,144299,NULL,"whiskey sour",202842,1,0,0,"whiskey_sour%1:13:00::",NULL,"n",13,"a sour made with whiskey",NULL
107934433,144303,NULL,"whisky sour",202846,1,0,0,"whisky_sour%1:13:00::",NULL,"n",13,"a sour made with whiskey",NULL
107934549,126071,NULL,"stinger",176613,1,0,0,"stinger%1:13:00::",NULL,"n",13,"a cocktail made of made of creme de menthe and brandy",NULL
107934694,144297,NULL,"whiskey neat",202840,1,0,0,"whiskey_neat%1:13:00::",NULL,"n",13,"a drink consisting of whiskey without a mixer","he ordered a whiskey neat"
107934694,144301,NULL,"whisky neat",202844,1,0,0,"whisky_neat%1:13:00::",NULL,"n",13,"a drink consisting of whiskey without a mixer","he ordered a whiskey neat"
107934841,144298,NULL,"whiskey on the rocks",202841,1,0,0,"whiskey_on_the_rocks%1:13:00::",NULL,"n",13,"whiskey with ice",NULL
107934841,144302,NULL,"whisky on the rocks",202845,1,0,1,"whisky_on_the_rocks%1:13:00::",NULL,"n",13,"whiskey with ice",NULL
107934946,129192,NULL,"swizzle",181459,1,0,0,"swizzle%1:13:00::",NULL,"n",13,"any of various tall frothy mixed drinks made usually of rum and lime juice and sugar shaken with ice",NULL
107935119,65502,NULL,"hot toddy",90809,1,0,0,"hot_toddy%1:13:00::",NULL,"n",13,"a mixed drink made of liquor and water with sugar and spices and served hot",NULL
107935119,133684,NULL,"toddy",187755,1,0,1,"toddy%1:13:00::",NULL,"n",13,"a mixed drink made of liquor and water with sugar and spices and served hot",NULL
107935295,133827,31737,"tom and jerry",187953,1,0,0,"tom_and_jerry%1:13:00::","Tom and Jerry","n",13,"hot rum toddy with a beaten egg",NULL
107935405,147356,NULL,"zombi",207084,5,0,0,"zombi%1:13:00::",NULL,"n",13,"several kinds of rum with fruit juice and usually apricot liqueur",NULL
107935405,147358,NULL,"zombie",207090,5,0,0,"zombie%1:13:00::",NULL,"n",13,"several kinds of rum with fruit juice and usually apricot liqueur",NULL
107935550,49107,NULL,"fizz",69009,1,0,0,"fizz%1:13:00::",NULL,"n",13,"an effervescent beverage (usually alcoholic)",NULL
107935681,70778,15679,"irish coffee",98273,1,0,0,"irish_coffee%1:13:00::","Irish coffee","n",13,"sweetened coffee with Irish whiskey and whipped cream",NULL
107935812,19229,NULL,"cafe au lait",26268,1,0,0,"cafe_au_lait%1:13:00::",NULL,"n",13,"equal parts of coffee and hot milk",NULL
107935905,19230,NULL,"cafe noir",26269,1,0,0,"cafe_noir%1:13:00::",NULL,"n",13,"small cup of strong black coffee without milk or cream",NULL
107935905,35022,NULL,"demitasse",48988,1,0,0,"demitasse%1:13:00::",NULL,"n",13,"small cup of strong black coffee without milk or cream",NULL
107936027,34204,NULL,"decaf",47690,1,0,0,"decaf%1:13:00::",NULL,"n",13,"coffee with the caffeine removed",NULL
107936027,34206,NULL,"decaffeinated coffee",47692,1,0,0,"decaffeinated_coffee%1:13:00::",NULL,"n",13,"coffee with the caffeine removed",NULL
107936134,39237,NULL,"drip coffee",55431,1,0,0,"drip_coffee%1:13:00::",NULL,"n",13,"coffee made by passing boiling water through a perforated container packed with finely ground coffee",NULL
107936292,43688,NULL,"espresso",61448,1,0,0,"espresso%1:13:00::",NULL,"n",13,"strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans",NULL
107936462,19236,NULL,"caffe latte",26275,1,0,0,"caffe_latte%1:13:00::",NULL,"n",13,"strong espresso coffee with a topping of frothed steamed milk",NULL
107936462,75870,NULL,"latte",104942,1,0,0,"latte%1:13:00::",NULL,"n",13,"strong espresso coffee with a topping of frothed steamed milk",NULL
107936589,20632,NULL,"cappuccino",28118,1,0,0,"cappuccino%1:13:00::",NULL,"n",13,"equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream",NULL
107936589,20633,NULL,"cappuccino coffee",28119,1,0,0,"cappuccino_coffee%1:13:00::",NULL,"n",13,"equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream",NULL
107936589,26906,NULL,"coffee cappuccino",36770,1,0,0,"coffee_cappuccino%1:13:00::",NULL,"n",13,"equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream",NULL
107936780,66938,NULL,"ice coffee",92601,1,0,0,"ice_coffee%1:13:00::",NULL,"n",13,"a strong sweetened coffee served over ice with cream",NULL
107936780,66992,NULL,"iced coffee",92647,1,0,0,"iced_coffee%1:13:00::",NULL,"n",13,"a strong sweetened coffee served over ice with cream",NULL
107936903,69700,NULL,"instant coffee",96671,1,0,0,"instant_coffee%1:13:00::",NULL,"n",13,"dehydrated coffee that can be made into a drink by adding hot water","the advantages of instant coffee are speed of preparation and long shelf life"
107937112,85826,NULL,"mocha",118482,3,1,0,"mocha%1:13:01::",NULL,"n",13,"a superior dark coffee made from beans from Arabia",NULL
107937112,85827,NULL,"mocha coffee",118485,1,0,0,"mocha_coffee%1:13:00::",NULL,"n",13,"a superior dark coffee made from beans from Arabia",NULL
107937229,85826,NULL,"mocha",118483,2,2,0,"mocha%1:13:02::",NULL,"n",13,"a flavoring made from coffee mixed with chocolate",NULL
107937330,21603,NULL,"cassareep",29433,1,0,0,"cassareep%1:13:00::",NULL,"n",13,"a flavoring made by boiling down the juice of the bitter cassava; used in West Indian cooking",NULL
107937479,136423,32207,"turkish coffee",191788,1,0,0,"turkish_coffee%1:13:00::","Turkish coffee","n",13,"a drink made from pulverized coffee beans; usually sweetened",NULL
107937600,24443,NULL,"chocolate milk",33332,1,0,0,"chocolate_milk%1:13:00::",NULL,"n",13,"milk flavored with chocolate syrup",NULL
107937695,25006,NULL,"cider",34038,1,0,0,"cider%1:13:00::",NULL,"n",13,"a beverage made from juice pressed from apples",NULL
107937695,32940,NULL,"cyder",46006,1,0,0,"cyder%1:13:00::",NULL,"n",13,"a beverage made from juice pressed from apples",NULL
107937855,61965,NULL,"hard cider",85856,1,0,0,"hard_cider%1:13:00::",NULL,"n",13,"alcoholic drink from fermented cider; `cider' and `cyder' are European (especially British) usages for the fermented beverage",NULL
107938074,116412,NULL,"scrumpy",161864,1,0,0,"scrumpy%1:13:00::",NULL,"n",13,"strong cider (as made in western England)",NULL
107938188,128990,NULL,"sweet cider",181162,1,0,0,"sweet_cider%1:13:00::",NULL,"n",13,"unfermented cider",NULL
107938281,87512,NULL,"mulled cider",120845,1,0,0,"mulled_cider%1:13:00::",NULL,"n",13,"sweet cider heated with spices and citrus fruit",NULL
107938387,98829,NULL,"perry",135922,4,0,0,"perry%1:13:00::",NULL,"n",13,"a fermented and often effervescent beverage made from juice of pears; similar in taste to hard cider",NULL
107938539,105715,NULL,"pruno",145706,1,0,0,"pruno%1:13:00::",NULL,"n",13,"a liquor concocted from a mixture of ingredients (such as prunes and raisins and milk and sugar) that can be fermented to produce alcohol; made by prison inmates",NULL
107938752,113013,NULL,"rotgut",156998,1,0,0,"rotgut%1:13:00::",NULL,"n",13,"any alcoholic beverage of inferior quality",NULL
107938847,121490,NULL,"slug",169555,5,0,0,"slug%1:13:00::",NULL,"n",13,"an amount of an alcoholic drink (usually liquor) that is poured or gulped","he took a slug of hard liquor"
107939004,24431,NULL,"chocolate",33317,1,2,1,"chocolate%1:13:02::",NULL,"n",13,"a beverage made from cocoa powder and milk and sugar; usually drunk hot",NULL
107939004,26765,NULL,"cocoa",36595,1,2,0,"cocoa%1:13:02::",NULL,"n",13,"a beverage made from cocoa powder and milk and sugar; usually drunk hot",NULL
107939004,39229,NULL,"drinking chocolate",55416,1,0,0,"drinking_chocolate%1:13:00::",NULL,"n",13,"a beverage made from cocoa powder and milk and sugar; usually drunk hot",NULL
107939004,65477,NULL,"hot chocolate",90775,1,0,0,"hot_chocolate%1:13:00::",NULL,"n",13,"a beverage made from cocoa powder and milk and sugar; usually drunk hot",NULL
107939195,31611,NULL,"criollo",44007,2,0,0,"criollo%1:13:00::",NULL,"n",13,"cocoa of superior quality",NULL
107939274,49534,NULL,"float",69750,3,0,0,"float%1:13:00::",NULL,"n",13,"a drink with ice cream floating in it",NULL
107939274,66974,NULL,"ice-cream float",92585,1,0,0,"ice-cream_float%1:13:00::",NULL,"n",13,"a drink with ice cream floating in it",NULL
107939274,66975,NULL,"ice-cream soda",92586,1,0,0,"ice-cream_soda%1:13:00::",NULL,"n",13,"a drink with ice cream floating in it",NULL
107939416,112792,NULL,"root beer float",156715,1,0,0,"root_beer_float%1:13:00::",NULL,"n",13,"an ice-cream soda made with ice cream floating in root beer",NULL
107939537,85013,NULL,"milk shake",117328,1,0,0,"milk_shake%1:13:00::",NULL,"n",13,"frothy drink of milk and flavoring and sometimes fruit or ice cream",NULL
107939537,85034,NULL,"milkshake",117348,1,0,0,"milkshake%1:13:00::",NULL,"n",13,"frothy drink of milk and flavoring and sometimes fruit or ice cream",NULL
107939537,118545,NULL,"shake",165017,2,0,0,"shake%1:13:00::",NULL,"n",13,"frothy drink of milk and flavoring and sometimes fruit or ice cream",NULL
107939735,41018,NULL,"eggshake",57903,1,0,0,"eggshake%1:13:00::",NULL,"n",13,"a milkshake with egg in it",NULL
107939816,51086,NULL,"frappe",72180,2,2,0,"frappe%1:13:02::",NULL,"n",13,"thick milkshake containing ice cream",NULL
107939905,51086,NULL,"frappe",72181,1,3,0,"frappe%1:13:03::",NULL,"n",13,"liqueur poured over shaved ice",NULL
107939988,72840,NULL,"juice",100947,1,0,2,"juice%1:13:00::",NULL,"n",13,"the liquid part that can be extracted from plant or animal tissue by squeezing or cooking",NULL
107940273,51758,NULL,"fruit crush",73111,1,0,0,"fruit_crush%1:13:00::",NULL,"n",13,"drink produced by squeezing or crushing fruit",NULL
107940273,51763,NULL,"fruit juice",73116,1,0,0,"fruit_juice%1:13:00::",NULL,"n",13,"drink produced by squeezing or crushing fruit",NULL
107940516,89211,NULL,"nectar",123041,2,2,0,"nectar%1:13:02::",NULL,"n",13,"fruit juice especially when undiluted",NULL
107940606,7016,NULL,"apple juice",9095,1,0,0,"apple_juice%1:13:00::",NULL,"n",13,"the juice of apples",NULL
107940683,31162,NULL,"cranberry juice",43342,1,0,0,"cranberry_juice%1:13:00::",NULL,"n",13,"the juice of cranberries (always diluted and sweetened)",NULL
107940800,59455,NULL,"grape juice",82417,1,0,0,"grape_juice%1:13:00::",NULL,"n",13,"the juice of grapes",NULL
107940895,87995,NULL,"must",121465,2,0,0,"must%1:13:00::",NULL,"n",13,"grape juice before or during fermentation",NULL
107940987,59463,NULL,"grapefruit juice",82424,1,0,0,"grapefruit_juice%1:13:00::",NULL,"n",13,"the juice of grapefruits",NULL
107941074,93739,NULL,"orange juice",129028,1,0,0,"orange_juice%1:13:00::",NULL,"n",13,"bottled or freshly squeezed juice of oranges",NULL
107941195,51740,NULL,"frozen orange juice",73085,1,0,0,"frozen_orange_juice%1:13:00::",NULL,"n",13,"orange juice that has been concentrated and frozen",NULL
107941195,93765,NULL,"orange-juice concentrate",129015,1,0,0,"orange-juice_concentrate%1:13:00::",NULL,"n",13,"orange juice that has been concentrated and frozen",NULL
107941356,100608,NULL,"pineapple juice",138189,1,0,0,"pineapple_juice%1:13:00::",NULL,"n",13,"the juice of pineapples (usually bottled or canned)",NULL
107941469,76694,NULL,"lemon juice",106123,1,0,0,"lemon_juice%1:13:00::",NULL,"n",13,"usually freshly squeezed juice of lemons",NULL
107941567,77777,NULL,"lime juice",107657,1,0,0,"lime_juice%1:13:00::",NULL,"n",13,"usually freshly squeezed juice of limes",NULL
107941663,96434,NULL,"papaya juice",132607,1,0,0,"papaya_juice%1:13:00::",NULL,"n",13,"juice from papayas",NULL
107941740,133848,NULL,"tomato juice",187979,1,0,0,"tomato_juice%1:13:00::",NULL,"n",13,"the juice of tomatoes (usually bottled or canned)",NULL
107941848,21348,NULL,"carrot juice",29045,1,0,0,"carrot_juice%1:13:00::",NULL,"n",13,"usually freshly squeezed juice of carrots",NULL
107941948,140243,32743,"v-8 juice",197070,1,0,0,"v-8_juice%1:13:00::","V-8 juice","n",13,"brand name for canned mixed vegetable juices",NULL
107942048,74525,NULL,"koumiss",103212,1,0,0,"koumiss%1:13:00::",NULL,"n",13,"an alcoholic beverage made from fermented mare's milk; made originally by nomads of central Asia",NULL
107942048,74614,NULL,"kumis",103311,1,0,0,"kumis%1:13:00::",NULL,"n",13,"an alcoholic beverage made from fermented mare's milk; made originally by nomads of central Asia",NULL
107942206,1861,NULL,"ade",2540,1,0,0,"ade%1:13:00::",NULL,"n",13,"a sweetened beverage of diluted fruit juice",NULL
107942206,51760,NULL,"fruit drink",73113,1,0,0,"fruit_drink%1:13:00::",NULL,"n",13,"a sweetened beverage of diluted fruit juice",NULL
107942367,74871,NULL,"lacing",103637,1,0,0,"lacing%1:13:00::",NULL,"n",13,"a small amount of liquor added to a food or beverage",NULL
107942490,76711,NULL,"lemonade",106143,1,0,1,"lemonade%1:13:00::",NULL,"n",13,"sweetened beverage of diluted lemon juice",NULL
107942586,77779,NULL,"limeade",107660,1,0,0,"limeade%1:13:00::",NULL,"n",13,"sweetened beverage of lime juice and water",NULL
107942682,93768,NULL,"orangeade",129049,1,0,0,"orangeade%1:13:00::",NULL,"n",13,"sweetened beverage of diluted orange juice",NULL
107942780,81313,NULL,"malted milk",112436,2,1,0,"malted_milk%1:13:01::",NULL,"n",13,"powder made of dried milk and malted cereals",NULL
107942882,81305,NULL,"malt",112422,1,3,0,"malt%1:13:03::",NULL,"n",13,"a milkshake made with malt powder",NULL
107942882,81312,NULL,"malted",112434,1,0,0,"malted%1:13:00::",NULL,"n",13,"a milkshake made with malt powder",NULL
107942882,81313,NULL,"malted milk",112437,1,2,0,"malted_milk%1:13:02::",NULL,"n",13,"a milkshake made with malt powder",NULL
107943025,82634,NULL,"mate",114271,9,0,0,"mate%1:13:00::",NULL,"n",13,"South American tea-like drink made from leaves of a South American holly called mate",NULL
107943160,87513,NULL,"mulled wine",120846,1,0,0,"mulled_wine%1:13:00::",NULL,"n",13,"wine heated with sugar and spices and often citrus fruit",NULL
107943310,89330,NULL,"negus",123226,1,0,0,"negus%1:13:00::",NULL,"n",13,"wine and hot water with sugar and lemon juice and nutmeg",NULL
107943437,122344,NULL,"soft drink",170947,1,0,2,"soft_drink%1:13:00::",NULL,"n",13,"nonalcoholic beverage (usually carbonated)",NULL
107943752,102857,NULL,"pop",141374,2,0,0,"pop%1:13:00::",NULL,"n",13,"a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics"
107943752,122273,NULL,"soda",170822,2,0,0,"soda%1:13:00::",NULL,"n",13,"a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics"
107943752,122284,NULL,"soda pop",170835,1,0,0,"soda_pop%1:13:00::",NULL,"n",13,"a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics"
107943752,122285,NULL,"soda water",170837,2,2,0,"soda_water%1:13:02::",NULL,"n",13,"a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics"
107943752,133935,NULL,"tonic",188108,2,1,0,"tonic%1:13:01::",NULL,"n",13,"a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics"
107943956,14210,NULL,"birch beer",18852,1,0,0,"birch_beer%1:13:00::",NULL,"n",13,"carbonated drink containing an extract from bark of birch trees",NULL
107944076,14419,NULL,"bitter lemon",19141,1,0,0,"bitter_lemon%1:13:00::",NULL,"n",13,"tart lemon-flavored carbonated drink",NULL
107944171,27047,NULL,"cola",36974,2,0,0,"cola%1:13:00::",NULL,"n",13,"carbonated drink flavored with extract from kola nuts (`dope' is a southernism in the United States)",NULL
107944171,38492,NULL,"dope",54225,3,0,0,"dope%1:13:00::",NULL,"n",13,"carbonated drink flavored with extract from kola nuts (`dope' is a southernism in the United States)",NULL
107944403,31307,NULL,"cream soda",43580,1,0,0,"cream_soda%1:13:00::",NULL,"n",13,"sweet carbonated drink flavored with vanilla",NULL
107944504,40987,NULL,"egg cream",57877,1,0,0,"egg_cream%1:13:00::",NULL,"n",13,"made of milk and flavored syrup with soda water",NULL
107944607,57815,NULL,"ginger ale",80076,1,0,0,"ginger_ale%1:13:00::",NULL,"n",13,"ginger-flavored carbonated drink",NULL
107944607,57819,NULL,"ginger pop",80080,1,0,0,"ginger_pop%1:13:00::",NULL,"n",13,"ginger-flavored carbonated drink",NULL
107944728,93753,NULL,"orange soda",129043,1,0,0,"orange_soda%1:13:00::",NULL,"n",13,"orange-flavored carbonated drink",NULL
107944818,99717,NULL,"phosphate",137005,2,0,0,"phosphate%1:13:00::",NULL,"n",13,"carbonated drink with fruit syrup and a little phosphoric acid",NULL
107944936,26649,7311,"coca cola",36449,1,0,1,"coca_cola%1:13:00::","Coca Cola","n",13,"Coca Cola is a trademarked cola",NULL
107944936,27045,7367,"coke",36970,2,0,0,"coke%1:13:00::","Coke","n",13,"Coca Cola is a trademarked cola",NULL
107945030,98394,24274,"pepsi",135345,1,0,0,"pepsi%1:13:00::","Pepsi","n",13,"Pepsi Cola is a trademarked cola",NULL
107945030,98395,24275,"pepsi cola",135346,1,0,0,"pepsi_cola%1:13:00::","Pepsi Cola","n",13,"Pepsi Cola is a trademarked cola",NULL
107945127,112791,NULL,"root beer",156714,1,0,0,"root_beer%1:13:00::",NULL,"n",13,"carbonated drink containing extracts of roots and herbs",NULL
107945238,115106,NULL,"sarsaparilla",159944,2,0,0,"sarsaparilla%1:13:00::",NULL,"n",13,"carbonated drink flavored with an extract from sarsaparilla root or with birch oil and sassafras",NULL
107945412,107567,NULL,"quinine water",148309,1,0,0,"quinine_water%1:13:00::",NULL,"n",13,"lime- or lemon-flavored carbonated water containing quinine",NULL
107945412,133935,NULL,"tonic",188109,1,2,0,"tonic%1:13:02::",NULL,"n",13,"lime- or lemon-flavored carbonated water containing quinine",NULL
107945412,133940,NULL,"tonic water",188119,1,0,0,"tonic_water%1:13:00::",NULL,"n",13,"lime- or lemon-flavored carbonated water containing quinine",NULL
107945591,26898,NULL,"coffee",36760,3,1,0,"coffee%1:13:01::",NULL,"n",13,"a seed of the coffee tree; ground to make coffee",NULL
107945591,26900,NULL,"coffee bean",36764,1,0,0,"coffee_bean%1:13:00::",NULL,"n",13,"a seed of the coffee tree; ground to make coffee",NULL
107945591,26901,NULL,"coffee berry",36765,1,0,0,"coffee_berry%1:13:00::",NULL,"n",13,"a seed of the coffee tree; ground to make coffee",NULL
107945759,26898,NULL,"coffee",36759,1,0,46,"coffee%1:13:00::",NULL,"n",13,"a beverage consisting of an infusion of ground coffee beans","he ordered a cup of coffee"
107945759,71853,NULL,"java",99662,2,0,1,"java%1:13:00::",NULL,"n",13,"a beverage consisting of an infusion of ground coffee beans","he ordered a cup of coffee"
107946180,19231,NULL,"cafe royale",26270,1,0,0,"cafe_royale%1:13:00::",NULL,"n",13,"black coffee with Cognac and lemon peel and sugar",NULL
107946180,26921,NULL,"coffee royal",36785,1,0,0,"coffee_royal%1:13:00::",NULL,"n",13,"black coffee with Cognac and lemon peel and sugar",NULL
107946302,51766,NULL,"fruit punch",73119,1,0,0,"fruit_punch%1:13:00::",NULL,"n",13,"a punch made of fruit juices mixed with water or soda water (with or without alcohol)",NULL
107946445,85011,NULL,"milk punch",117326,1,0,0,"milk_punch%1:13:00::",NULL,"n",13,"a punch made of spirits and milk and sugar and spices",NULL
107946555,18012,NULL,"buck's fizz",24463,1,0,0,"buck's_fizz%1:13:00::",NULL,"n",13,"a mixed drink containing champagne and orange juice",NULL
107946555,85152,NULL,"mimosa",117510,3,0,0,"mimosa%1:13:00::",NULL,"n",13,"a mixed drink containing champagne and orange juice",NULL
107946673,100543,NULL,"pina colada",138104,1,0,0,"pina_colada%1:13:00::",NULL,"n",13,"a mixed drink made of pineapple juice and coconut cream and rum",NULL
107946794,106459,NULL,"punch",146651,2,0,0,"punch%1:13:00::",NULL,"n",13,"an iced mixed drink usually containing alcohol and prepared for multiple servings; normally served in a punch bowl",NULL
107947104,32427,NULL,"cup",45210,6,0,0,"cup%1:13:00::",NULL,"n",13,"a punch served in a pitcher instead of a punch bowl",NULL
107947241,23080,NULL,"champagne cup",31420,1,0,0,"champagne_cup%1:13:00::",NULL,"n",13,"a punch containing a sparkling wine",NULL
107947336,25538,NULL,"claret cup",34769,1,0,0,"claret_cup%1:13:00::",NULL,"n",13,"a punch made of claret and brandy with lemon juice and sugar and sometimes sherry or curacao and fresh fruit",NULL
107947520,143100,NULL,"wassail",201078,1,0,0,"wassail%1:13:00::",NULL,"n",13,"a punch made of sweetened ale or wine heated with spices and roasted apples; especially at Christmas",NULL
107947692,101330,NULL,"planter's punch",139204,1,0,0,"planter's_punch%1:13:00::",NULL,"n",13,"a cocktail made of rum and lime or lemon juice with sugar and sometimes bitters",NULL
107947852,144463,33685,"white russian",203113,2,0,0,"white_russian%1:13:00::","White Russian","n",13,"a cocktail made with vodka, coffee liqueur, and milk or cream",NULL
107947973,48931,NULL,"fish house punch",68744,1,0,0,"fish_house_punch%1:13:00::",NULL,"n",13,"a punch made of rum and brandy and water or tea sweetened with sugar syrup",NULL
